,title,contract_type,description,salary_max,salary_min,location.display_name,salary_is_predicted,redirect_url,created
35,Data Engineer - Analytics (m/w/d),,"Zukunftssicherer Arbeitgeber Spannendes Umfeld FirmenprofilMein Kunde ist ein beständiges Unternehmen im Finanzsektor, welches an innovativen Lösungen des Risikomanagements arbeitet. Für den Standort in Berlin suche ich einen Data Engineer (m/w/d), der/die einem hohen Qualitätsanspruch gerecht wird und sich für Data Thematiken interessiert.Aufgabengebiet Einfügen der Datenanalyse in die IT-Anwendungen Entwicklung von Lösungen für die Ausweitung der genutzten IT-Systeme Weiterentwicklung der App…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243915837?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=B70705976A3EE49555C00F7915CD62D5C2CE1286,2022-06-20T13:33:05Z
36,Senior Data Engineer (m/f/d),,"Leading sustainable re-commerce business 10% of your workday for your personal passion FirmenprofilMy client is one of the leading re-commerce businesses in Europe and offers a huge online buying and selling service for several segments. It provides you with a challenging environment and a team of multicultural professionals to grow your best ideas. On behalf of my client, I am looking for a Senior Data Engineer (m/f/d). Aufgabengebiet Integrating data from different sources into internal data …",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243916350?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=D2588F054FEC461FF4EF53B93A06DABEC8A7B901,2022-06-20T13:33:15Z
37,Data Engineer (m/f/d) - Mobility,,"Work with real-time data products Attractive salary and remote work possibilities FirmenprofilMy client is a fast-growing carsharing company working on innovation in the mobility sector. For their Berlin location, my client is looking for a Data Engineer (f/m/d) who has the motivation to construct modern data infrastructure and work on business relevant projects.Aufgabengebiet Creating and maintaining relevant data products using Spark, Databricks and Python Maintenance and construction of the …",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243917393?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=93AC11CC28D55A23B26FCBC55D4594F737BCBF21,2022-06-20T13:33:22Z
38,Data Engineer (m/w/d) - Elektrotechnik,,"Weiterentwicklung, vernetzung und wirtschaftlichkeit der Produktionstechnik Effizentere ausrichtung der vor und nachgelagerten Prozesse FirmenprofilUnser Mandant ist ein führendes Unternhemen im Bereich modernster Lasertechnologien und beschäftigt global mehrere tausend Mitarbeiterinnen und Mitarbeiter. Für den Entwicklungsstandort in Berlin suchen wir unn in seinem Namen einen Data Engineer (m/w/d). Unsere Ausschreibung richtet sich an Persönlichkeiten mit fundierten Erfahrungen un einem vergl…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243917301?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=D4176896AB940865028CB13232EBDDC0527DDACC,2022-06-20T13:33:21Z
39,Senior Data Engineer (f/m/d),,"Leading IT Cloud-Consultancy 20% of your workday for your personal passion FirmenprofilMy client is an international leading IT-Consultancy for digital innovation with a holistic approach and internal Start-Up environment with over 400 employees. On behalf of my client, I am looking for a Senior Data Engineer (m/f/d)Aufgabengebiet Leading challenging data projects within agile methods as well as developing big data platforms in interdisciplinary teams Take care of data pipelines while adhering …",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243917674?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=E33B6BC3DA297BB3E9A1984B9AF4306C5519BF37,2022-06-20T13:33:23Z
40,Senior Data Engineer (f/m/d),,"Schnelles und nachhaltig-wachsendes E-Grocery Unternehmen Einklang zwischen beruflicher und persönlicher Entwicklung FirmenprofilMein Kunde ist ein E-Grocery Unternehmen, welches in den letzten Jahren stetig gewachsen ist. Die gesamten Konsumgüter Branche erlebt ein enormes Wachstum und ich suche aktuell einen Senior Data Engineer (m/w/d) mit Sitz in Berlin. Als Teil eines leidenschaftlichen Teams wirst Du an der bahnbrechenden Verbesserung des Online-Supermarktes beteiligt sein, Deine Ideen um…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243919085?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=EF313B2FC0A8835696851224D3F32C8A3A5D2243,2022-06-20T13:33:32Z
41,Data Warehouse Developer in Kombination mit einem dualen Master (m/w/d),,"Über das Unternehmen: Wir stehen seit mehr als 20 Jahren für den erfolgreichen Transfer von Expertenwissen zwischen Forschung und Wirtschaft. Dabei haben wir uns auf die Rekrutierung von Nachwuchsführungskräften, für die bedarfsgerechte Weiterentwicklung von Potenzialträgern im Unternehmen und die Umsetzung von IT-Projekten im Consultingbereich spezialisiert. Klingt spannend? Dann freuen wir uns auf eine aussagekräftige Bewerbung über unseren Partner Workwise. Während deiner zweijährigen Projek…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3242067986?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=3542694970138400C7784259307458B751B1099E,2022-06-19T17:41:04Z
42,(Senior) Data Analyst (m/w/d) - Automotive,,"Ziel ist es, ein führendes Unternehmen im Bereich des autonomen Fahrens zu werde Entwicklung fahrerloser Fahrzeuge um Luftverschmutzung sowie Staus zu minimieren FirmenprofilUnser Mandant ist ein Berliner Start-Up, dass 2018 gegründet wurde um das Autonomefahren zu revolutionieren.Sie entwickeln fahrerlose Fahrzeuge um die Verkehrsprobleme der heutigenzeit wie Staus, Luftverschmutzung, verkehrsbedingte Todesfälle, hohe Transportkosten und lange Arbeitswege zu reduzieren.Aufgabengebiet Übersetzu…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243917772?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=5E4B5CF0267C93C7690BE412C078D4CFB59F3E78,2022-06-20T13:33:24Z
43,Data Warehouse Engineer (m/w/d) - Automotive,,"Arbeit bei einem renommierten Automobilhersteller Betreuung und Administration des Datenbanksystems FirmenprofilBei unserem Klienten handelt es sich um ein renommiertes Unternehmen aus der Automobilbranche. Zu ihrer Dienstleistung gehört es rund um ihre Premiummarke, die Händler und Servicestandorte in ganz Deutschland zu Unterstützen und zu betreuen. Für diesen Teil des Konzerns suchen sie aktuell einen Data Warehouse Engineer (m/w/d). In dieser Position trägst du die Verantwortung für die Bet…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243918750?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=764343127A5D854616AE10C051C940A886BF4D67,2022-06-20T13:33:28Z
44,Data Scientist (m/f/d) - E-Health,,"HealthTech, Mobile Application 100 % remote, flexible working hours FirmenprofilMy client is a Berlin based E-Health company and provides digital health solutions to support their users in becoming and staying healthy. Be a part of an agile and cross-functional team that helps my client to improve and grow their applications. On behalf of my client I am looking for an experienced Data Scientist (m/f/d) for their data science team.Aufgabengebiet Transforming raw data into useful data systems Act…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243918670?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=DB3EF3A5A56B9ABE6C6DAFA574E470559DE44682,2022-06-20T13:33:28Z
45,Cloud / Big Data Trainer (m/w/d),,"Wissensvermittlung Internationales Unternehmen mit technischer Expertise FirmenprofilDu siehst Dich als Experte bzw. Expertin, wenn es um Big Data oder Cloud Thematiken geht? Nutze die Chance und vermittle Dein Wissen im Rahmen individuell gestalteter Projekte weiter, indem Du als Trainer (m/w/d) Big Data/Cloud agierst. Diese Position suche ich aktuell für ein Unternehmen, das seine langjährige Expertise aus der Beratungserfahrung nun im Kontext maßgeschneiderter Trainings an Kunden weitervermi…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243915403?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=783134284E44A4C5CE12C877CF24717C6F8D8C8C,2022-06-20T13:33:01Z
46,Senior Data Analyst BI (m/w/d),,"Arbeit in einem Unternehmen das Menschenleben rettet Betreuung und Weiterentwicklung des Planungssystems FirmenprofilBei unserem Klienten handelt es sich um einen Hersteller von medizinischen Apparaturen mit dem Hauptsitz in Berlin. Das Unternehmen hat sich darauf spezialisiert, mithilfe der Forschung und dem allgemeinen technischen Fortschritt, Spitzenlösungen im Bereich Medizintechnik auf dem Markt anzubieten.Aufgabengebiet Planungssystem (IBM Planning Analytics TM1) betreuen und weiterentwic…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243916114?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=7797637DDD3A9A78460A5946E3F5A866035E2AB1,2022-06-20T13:33:12Z
47,(Senior) Data Scientist (m/w/d) - NLP,,"Natural Language Processing Flexible Arbeitszeiten, 30 Urlaubstage FirmenprofilMein Kunde ist ein erfolgreiches Sicherheitsunternehmen, welches auf das Schützen von Daten und Identitäten spezialisiert ist. Für den Standort in Berlin sucht mein Kunde einen (Senior) Data Engineer (m/w/d), welcher vorausschauend denkt und mit eigen entwickelten Data Plattformen im Zuge von Digitalisierungsprojekten arbeiten möchte. Im Auftrag meines Kunden suche ich einen (Senior) Data Scientist (m/w/d) für den St…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243918556?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=E5221F33752127A3D027A715DC5B4B93226BE5C9,2022-06-20T13:33:27Z
48,Senior Data Scientist (m/w/d) - Energiegewinnung,,"Mittelständiger Technologiedienstleister mit Schwerpunkt Industrie Umsetzung von Projekten zu den Themen Energie und Industrieautomation FirmenprofilUnser Mandant ist ein innovatives Technologieunternehmen mit Startup Charakter Sitz in Berlin. Sie bieten Lösungen in den Bereichen Datenanalyse, Datenverarbeitung und Prozessoptimierung im Data Science Bereich.Aufgabengebiet Umsetzung von Forschungsprojekten zu den Themen Energie, Heimautomation und Wohnungswirtschaft Erschließung neuer Technologi…",,,"Frohnau, Berlin",0,https://www.adzuna.de/land/ad/3243918655?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=7261E13EF3F53CC6DDC07D9257DF9441D6C728C0,2022-06-20T13:33:28Z
49,(Senior) Data Engineer (m/w/d) - Digitalisierung,,"Datenplattform, Digitalisierung flexible Arbeitszeiten, 30 Urlaubstage FirmenprofilMein Kunde ist ein erfolgreiches Sicherheitsunternehmen, welches auf das Schützen von Daten und Identitäten spezialisiert ist. Für den Standort in Berlin sucht mein Kunde einen (Senior) Data Engineer (m/w/d), welcher vorausschauend denkt und mit eigen entwickelten Data Plattformen im Zuge von Digitalisierungsprojekten arbeiten mö Auftrag meines Kunden suche ich einen (Senior) Data Engineer (m/w/d) für den Standor…",,,"Berlin, Deutschland",0,https://www.adzuna.de/land/ad/3243918663?se=ntAXkanw7BGUA-qKGu5MPQ&utm_medium=api&utm_source=e27c0930&v=1AD63DFDB37157238A6CCFA1040B7F6043F6FAA5,2022-06-20T13:33:28Z
